poem_id,stanza_id,line_id,total_lines_in_stanza,total_stanzas_in_poem,id_stanza_in_poem,id_line_in_stanza,title,line_text,emotion1anno1,emotion2anno1,emotion1anno2,emotion2anno2
10,2,10,13,2,2,10,The Way through the Woods,"The misty solitudes,",Beauty / Joy,,Nostalgia,Beauty / Joy
10,2,11,13,2,2,11,The Way through the Woods,As though they perfectly knew,Sadness,Nostalgia,Nostalgia,Sadness
10,2,12,13,2,2,12,The Way through the Woods,The old lost road through the woods.,Sadness,Nostalgia,Nostalgia,Sadness
10,2,13,13,2,2,13,The Way through the Woods,But there is no road through the woods.,Sadness,Nostalgia,Nostalgia,Sadness
11,1,1,4,2,1,1,THE SICK ROSE,"O rose , thou art sick !",Sadness,Uneasiness,Uneasiness,
11,1,2,4,2,1,2,THE SICK ROSE,"The invisible worm ,",Sadness,Uneasiness,Uneasiness,
11,1,3,4,2,1,3,THE SICK ROSE,"That flies in the night ,",Sadness,Uneasiness,Uneasiness,
11,1,4,4,2,1,4,THE SICK ROSE,"In the howling storm ,",Sadness,Uneasiness,Uneasiness,
11,2,1,4,2,2,1,THE SICK ROSE,Has found out thy bed,Sadness,Uneasiness,Uneasiness,
11,2,2,4,2,2,2,THE SICK ROSE,"Of crimson joy ,",Sadness,Uneasiness,Uneasiness,
11,2,3,4,2,2,3,THE SICK ROSE,And his dark secret love,Sadness,Uneasiness,Uneasiness,
11,2,4,4,2,2,4,THE SICK ROSE,Does thy life destroy .,Sadness,Uneasiness,Uneasiness,
12,1,1,4,2,1,1,A POISON TREE,I was angry with my friend :,Annoyance,,Annoyance,
12,1,2,4,2,1,2,A POISON TREE,"I told my wrath , my wrath did end .",Annoyance,,Annoyance,
12,1,3,4,2,1,3,A POISON TREE,I was angry with my foe :,Annoyance,,Annoyance,
12,1,4,4,2,1,4,A POISON TREE,"I told it not , my wrath did grow .",Annoyance,,Annoyance,
12,2,1,4,2,2,1,A POISON TREE,And I watered it in fears,Annoyance,,Annoyance,
12,2,2,4,2,2,2,A POISON TREE,"Night and morning with my tears ,",Annoyance,,Annoyance,
12,2,3,4,2,2,3,A POISON TREE,And I sunned it with smiles,Annoyance,,Annoyance,
12,2,4,4,2,2,4,A POISON TREE,And with soft deceitful wiles .,Annoyance,,Annoyance,
13,1,1,14,1,1,1,"Composed Upon Westminster Bridge, September 3, 1802",Earth has not anything to show more fair:,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,2,14,1,1,2,"Composed Upon Westminster Bridge, September 3, 1802",Dull would he be of soul who could pass by,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,3,14,1,1,3,"Composed Upon Westminster Bridge, September 3, 1802",A sight so touching in its majesty:,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,4,14,1,1,4,"Composed Upon Westminster Bridge, September 3, 1802","This City now doth, like a garment, wear",Beauty / Joy,,Beauty / Joy,
13,1,5,14,1,1,5,"Composed Upon Westminster Bridge, September 3, 1802","The beauty of the morning: silent, bare,",Beauty / Joy,,Beauty / Joy,
13,1,6,14,1,1,6,"Composed Upon Westminster Bridge, September 3, 1802","Ships, towers, domes, theatres, and temples lie",Beauty / Joy,,Beauty / Joy,
13,1,7,14,1,1,7,"Composed Upon Westminster Bridge, September 3, 1802","Open unto the fields, and to the sky;",Beauty / Joy,,Beauty / Joy,
13,1,8,14,1,1,8,"Composed Upon Westminster Bridge, September 3, 1802",All bright and glittering in the smokeless air.,Beauty / Joy,,Beauty / Joy,
13,1,9,14,1,1,9,"Composed Upon Westminster Bridge, September 3, 1802",Never did sun more beautifully steep,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,10,14,1,1,10,"Composed Upon Westminster Bridge, September 3, 1802","In his first splendour, valley, rock, or hill;",Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,11,14,1,1,11,"Composed Upon Westminster Bridge, September 3, 1802","Ne’er saw I, never felt, a calm so deep!",Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,12,14,1,1,12,"Composed Upon Westminster Bridge, September 3, 1802",The river glideth at his own sweet will:,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,13,14,1,1,13,"Composed Upon Westminster Bridge, September 3, 1802",Dear God! the very houses seem asleep;,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
13,1,14,14,1,1,14,"Composed Upon Westminster Bridge, September 3, 1802",And all that mighty heart is lying still!,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
14,1,1,9,1,1,1,The Rainbow,My heart leaps up when I behold,Beauty / Joy,,Beauty / Joy,
14,1,2,9,1,1,2,The Rainbow,A rainbow in the sky:,Beauty / Joy,,Beauty / Joy,
14,1,3,9,1,1,3,The Rainbow,So was it when my life began;,Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
14,1,4,9,1,1,4,The Rainbow,So is it now I am a man;,Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
14,1,5,9,1,1,5,The Rainbow,"So be it when I shall grow old,",Beauty / Joy,,Vitality,
14,1,6,9,1,1,6,The Rainbow,Or let me die!,Beauty / Joy,,Vitality,
14,1,7,9,1,1,7,The Rainbow,The Child is father of the Man;,Vitality,Beauty / Joy,Vitality,Beauty / Joy
14,1,8,9,1,1,8,The Rainbow,And I could wish my days to be,Vitality,Beauty / Joy,Vitality,Beauty / Joy
14,1,9,9,1,1,9,The Rainbow,Bound each to each by natural piety.,Vitality,Beauty / Joy,Vitality,Beauty / Joy
15,1,1,14,1,1,1,Grief,"I tell you, hopeless grief is passionless;",Sadness,,Sadness,
15,1,2,14,1,1,2,Grief,"That only men incredulous of despair,",Sadness,,Sadness,
15,1,3,14,1,1,3,Grief,"Half-taught in anguish, through the midnight air",Sadness,,Sadness,
15,1,4,14,1,1,4,Grief,Beat upward to God’s throne in loud access,Sadness,,Sadness,
15,1,5,14,1,1,5,Grief,"Of shrieking and reproach. Full desertness,",Sadness,,Sadness,
15,1,6,14,1,1,6,Grief,"In souls as countries, lieth silent-bare",Sadness,,Sadness,
15,1,7,14,1,1,7,Grief,"Under the blanching, vertical eye-glare",Sadness,,Sadness,
15,1,8,14,1,1,8,Grief,"Of the absolute heavens. Deep-hearted man, express",Sadness,,Sadness,
15,1,9,14,1,1,9,Grief,Grief for thy dead in silence like to death—,Sadness,,Sadness,
15,1,10,14,1,1,10,Grief,Most like a monumental statue set,Sadness,,Sadness,
15,1,11,14,1,1,11,Grief,In everlasting watch and moveless woe,Sadness,,Sadness,
15,1,12,14,1,1,12,Grief,Till itself crumble to the dust beneath.,Sadness,,Sadness,
15,1,13,14,1,1,13,Grief,Touch it; the marble eyelids are not wet:,Sadness,,Sadness,
15,1,14,14,1,1,14,Grief,"If it could weep, it could arise and go.",Sadness,,Sadness,
16,1,1,14,1,1,1,Sonnet XXIV,"Let the world ""s sharpness , like a clasping knife ,",Beauty / Joy,,Beauty / Joy,
16,1,2,14,1,1,2,Sonnet XXIV,Shut in upon itself and do no harm,Beauty / Joy,,Beauty / Joy,
16,1,3,14,1,1,3,Sonnet XXIV,"In this close hand of Love , now soft and warm ,",Beauty / Joy,,Beauty / Joy,
16,1,4,14,1,1,4,Sonnet XXIV,And let us hear no sound of human strife,Beauty / Joy,,Beauty / Joy,
16,1,5,14,1,1,5,Sonnet XXIV,After the click of the shutting . Life to life —,Beauty / Joy,,Beauty / Joy,
16,1,6,14,1,1,6,Sonnet XXIV,"I lean upon thee , Dear , without alarm ,",Beauty / Joy,,Beauty / Joy,
16,1,7,14,1,1,7,Sonnet XXIV,And feel as safe as guarded by a charm,Beauty / Joy,,Beauty / Joy,
16,1,8,14,1,1,8,Sonnet XXIV,"Against the stab of worldlings , who if rife",Beauty / Joy,,Beauty / Joy,
16,1,9,14,1,1,9,Sonnet XXIV,Are weak to injure . Very-whitely still,Beauty / Joy,,Beauty / Joy,
16,1,10,14,1,1,10,Sonnet XXIV,The lilies of our lives may reassure,Beauty / Joy,,Beauty / Joy,
16,1,11,14,1,1,11,Sonnet XXIV,"Their blossoms from their roots , accessible",Beauty / Joy,,Beauty / Joy,
16,1,12,14,1,1,12,Sonnet XXIV,Alone to heavenly dews that drop not fewer,Beauty / Joy,,Beauty / Joy,
16,1,13,14,1,1,13,Sonnet XXIV,"Growing straight , out of man ""s reach , on the hill .",Beauty / Joy,,Beauty / Joy,
16,1,14,14,1,1,14,Sonnet XXIV,"God only , who made us rich , can make us poor .",Awe / Sublime,,Beauty / Joy,Awe / Sublime
17,1,1,6,4,1,1,"AH, how sweet it is to love!","AH, how sweet it is to love!",Vitality,,Beauty / Joy,Vitality
17,1,2,6,4,1,2,"AH, how sweet it is to love!","Ah, how gay is young Desire!",Vitality,,Beauty / Joy,Vitality
17,1,3,6,4,1,3,"AH, how sweet it is to love!",And what pleasing pains we prove,Vitality,,Beauty / Joy,Vitality
17,1,4,6,4,1,4,"AH, how sweet it is to love!","When we first approach Love""s fire!",Vitality,,Beauty / Joy,Vitality
17,1,5,6,4,1,5,"AH, how sweet it is to love!",Pains of love be sweeter far,Vitality,,Beauty / Joy,Vitality
17,1,6,6,4,1,6,"AH, how sweet it is to love!",Than all other pleasures are.,Vitality,,Beauty / Joy,Vitality
17,2,1,6,4,2,1,"AH, how sweet it is to love!",Sighs which are from lovers blown,Beauty / Joy,,Beauty / Joy,
17,2,2,6,4,2,2,"AH, how sweet it is to love!",Do but gently heave the heart:,Beauty / Joy,,Beauty / Joy,
17,2,3,6,4,2,3,"AH, how sweet it is to love!","Ev""n the tears they shed alone",Beauty / Joy,,Beauty / Joy,
17,2,4,6,4,2,4,"AH, how sweet it is to love!","Cure, like trickling balm, their smart:",Beauty / Joy,,Beauty / Joy,
17,2,5,6,4,2,5,"AH, how sweet it is to love!","Lovers, when they lose their breath,",Beauty / Joy,,Beauty / Joy,
17,2,6,6,4,2,6,"AH, how sweet it is to love!",Bleed away in easy death.,Beauty / Joy,,Beauty / Joy,
17,3,1,6,4,3,1,"AH, how sweet it is to love!","Love and Time with reverence use,",Beauty / Joy,Sadness,Beauty / Joy,
17,3,2,6,4,3,2,"AH, how sweet it is to love!",Treat them like a parting friend;,Beauty / Joy,Sadness,Beauty / Joy,
17,3,3,6,4,3,3,"AH, how sweet it is to love!",Nor the golden gifts refuse,Beauty / Joy,Sadness,Beauty / Joy,
17,3,4,6,4,3,4,"AH, how sweet it is to love!",Which in youth sincere they send:,Beauty / Joy,Sadness,Beauty / Joy,
17,3,5,6,4,3,5,"AH, how sweet it is to love!","For each year their price is more,",Beauty / Joy,Sadness,Beauty / Joy,
17,3,6,6,4,3,6,"AH, how sweet it is to love!",And they less simple than before.,Beauty / Joy,Sadness,Beauty / Joy,
17,4,1,6,4,4,1,"AH, how sweet it is to love!","Love, like spring-tides full and high,",Sadness,,Sadness,
17,4,2,6,4,4,2,"AH, how sweet it is to love!",Swells in every youthful vein;,Sadness,,Sadness,
17,4,3,6,4,4,3,"AH, how sweet it is to love!","But each tide does less supply,",Sadness,,Sadness,
17,4,4,6,4,4,4,"AH, how sweet it is to love!",Till they quite shrink in again:,Sadness,,Sadness,
17,4,5,6,4,4,5,"AH, how sweet it is to love!","If a flow in age appear,",Sadness,,Sadness,
17,4,6,6,4,4,6,"AH, how sweet it is to love!","""Tis but rain, and runs not clear.",Sadness,,Sadness,
18,1,1,15,7,1,1,"A SONG FOR ST CECILIA ""S DAY","FROM harmony , from heavenly harmony",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,2,15,7,1,2,"A SONG FOR ST CECILIA ""S DAY",This universal frame began :,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,3,15,7,1,3,"A SONG FOR ST CECILIA ""S DAY",When nature underneath a heap,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,4,15,7,1,4,"A SONG FOR ST CECILIA ""S DAY","Of jarring atoms lay ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,5,15,7,1,5,"A SONG FOR ST CECILIA ""S DAY","And could not heave her head ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,6,15,7,1,6,"A SONG FOR ST CECILIA ""S DAY","The tuneful voice was heard from high ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,7,15,7,1,7,"A SONG FOR ST CECILIA ""S DAY","Arise , ye more than dead .",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,8,15,7,1,8,"A SONG FOR ST CECILIA ""S DAY","Then cold , and hot , and moist , and dry ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,9,15,7,1,9,"A SONG FOR ST CECILIA ""S DAY","In order to their stations leap ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,10,15,7,1,10,"A SONG FOR ST CECILIA ""S DAY","And Music ""s power obey .",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,11,15,7,1,11,"A SONG FOR ST CECILIA ""S DAY","From harmony , from heavenly harmony",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,12,15,7,1,12,"A SONG FOR ST CECILIA ""S DAY",This universal frame began :,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,13,15,7,1,13,"A SONG FOR ST CECILIA ""S DAY",From harmony to harmony,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,14,15,7,1,14,"A SONG FOR ST CECILIA ""S DAY","Through all the compass of the notes it rail ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,1,15,15,7,1,15,"A SONG FOR ST CECILIA ""S DAY",The diapason closing full in Man .,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,2,1,9,7,2,1,"A SONG FOR ST CECILIA ""S DAY",What passion cannot Music raise and quell ?,Beauty / Joy,,Beauty / Joy,
18,2,2,9,7,2,2,"A SONG FOR ST CECILIA ""S DAY","When Jubal struck the chorded shell ,",Suspense,Beauty / Joy,Beauty / Joy,
18,2,3,9,7,2,3,"A SONG FOR ST CECILIA ""S DAY","His listening brethren stood around ,",Suspense,Beauty / Joy,Beauty / Joy,
18,2,4,9,7,2,4,"A SONG FOR ST CECILIA ""S DAY","And , wondering , on their faces fell",Suspense,Beauty / Joy,Beauty / Joy,
18,2,5,9,7,2,5,"A SONG FOR ST CECILIA ""S DAY",To worship that celestial sound .,Suspense,Beauty / Joy,Beauty / Joy,
18,2,6,9,7,2,6,"A SONG FOR ST CECILIA ""S DAY",Less than a God they thought there could not dwell,Beauty / Joy,,Beauty / Joy,
18,2,7,9,7,2,7,"A SONG FOR ST CECILIA ""S DAY","Within the hollow of that shell ,",Beauty / Joy,,Beauty / Joy,
18,2,8,9,7,2,8,"A SONG FOR ST CECILIA ""S DAY",That spoke so sweetly and so well .,Beauty / Joy,,Beauty / Joy,
18,2,9,9,7,2,9,"A SONG FOR ST CECILIA ""S DAY",What passion cannot Music raise and quell ?,Beauty / Joy,,Beauty / Joy,
18,3,1,8,7,3,1,"A SONG FOR ST CECILIA ""S DAY","The trumpet ""s loud clangour",Vitality,,Uneasiness,Vitality
18,3,2,8,7,3,2,"A SONG FOR ST CECILIA ""S DAY","Excites us to arms ,",Vitality,,Uneasiness,Vitality
18,3,3,8,7,3,3,"A SONG FOR ST CECILIA ""S DAY","With shrill notes of anger ,",Vitality,Uneasiness,Uneasiness,Vitality
18,3,4,8,7,3,4,"A SONG FOR ST CECILIA ""S DAY",And mortal alarms .,Vitality,Uneasiness,Uneasiness,Vitality
18,3,5,8,7,3,5,"A SONG FOR ST CECILIA ""S DAY",The double double double beat,Vitality,Uneasiness,Uneasiness,Vitality
18,3,6,8,7,3,6,"A SONG FOR ST CECILIA ""S DAY",Of the thundering drum,Vitality,Uneasiness,Uneasiness,Vitality
18,3,7,8,7,3,7,"A SONG FOR ST CECILIA ""S DAY","Cries , hark ! the foes come ;",Vitality,Uneasiness,Uneasiness,Vitality
18,3,8,8,7,3,8,"A SONG FOR ST CECILIA ""S DAY","Charge , charge ! "" tis too late to retreat .",Vitality,Uneasiness,Uneasiness,Vitality
18,4,1,4,7,4,1,"A SONG FOR ST CECILIA ""S DAY",The soft complaining flute,Sadness,,Sadness,
18,4,2,4,7,4,2,"A SONG FOR ST CECILIA ""S DAY",In dying notes discovers,Sadness,,Sadness,
18,4,3,4,7,4,3,"A SONG FOR ST CECILIA ""S DAY","The woes of hopeless lovers ,",Sadness,,Sadness,
18,4,4,4,7,4,4,"A SONG FOR ST CECILIA ""S DAY","Whose dirge is whisper ""d by the warbling lute .",Sadness,,Sadness,
18,5,1,5,7,5,1,"A SONG FOR ST CECILIA ""S DAY",Sharp violins proclaim,Uneasiness,,Uneasiness,
18,5,2,5,7,5,2,"A SONG FOR ST CECILIA ""S DAY","Their jealous pangs , and desperation ,",Uneasiness,,Uneasiness,
18,5,3,5,7,5,3,"A SONG FOR ST CECILIA ""S DAY","Fury , frantic indignation ,",Uneasiness,,Uneasiness,
18,5,4,5,7,5,4,"A SONG FOR ST CECILIA ""S DAY","Depth of pains , and height of passion ,",Uneasiness,,Uneasiness,
18,5,5,5,7,5,5,"A SONG FOR ST CECILIA ""S DAY","For the fair , disdainful dame .",Uneasiness,,Uneasiness,
18,6,1,6,7,6,1,"A SONG FOR ST CECILIA ""S DAY","But oh ! what art can teach ,",Beauty / Joy,,Beauty / Joy,Awe / Sublime
18,6,2,6,7,6,2,"A SONG FOR ST CECILIA ""S DAY","What human voice can reach ,",Beauty / Joy,,Beauty / Joy,Awe / Sublime
18,6,3,6,7,6,3,"A SONG FOR ST CECILIA ""S DAY","The sacred organ ""s praise ?",Beauty / Joy,,Beauty / Joy,Awe / Sublime
18,6,4,6,7,6,4,"A SONG FOR ST CECILIA ""S DAY","Notes inspiring holy love ,",Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,6,5,6,7,6,5,"A SONG FOR ST CECILIA ""S DAY",Notes that wing their heavenly ways,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,6,6,6,7,6,6,"A SONG FOR ST CECILIA ""S DAY",To mend the choirs above .,Awe / Sublime,,Beauty / Joy,Awe / Sublime
18,7,1,7,7,7,1,"A SONG FOR ST CECILIA ""S DAY",Orpheus could lead the savage race ;,Beauty / Joy,,Beauty / Joy,
18,7,2,7,7,7,2,"A SONG FOR ST CECILIA ""S DAY","And trees uprooted left their place ,",Beauty / Joy,,Beauty / Joy,
18,7,3,7,7,7,3,"A SONG FOR ST CECILIA ""S DAY",Sequacious of the lyre :,Beauty / Joy,,Beauty / Joy,
18,7,4,7,7,7,4,"A SONG FOR ST CECILIA ""S DAY",But bright Cecilia raised the wonder higher :,Beauty / Joy,,Beauty / Joy,Awe / Sublime
18,7,5,7,7,7,5,"A SONG FOR ST CECILIA ""S DAY","When to her organ vocal breath was given ,",Beauty / Joy,,Beauty / Joy,Awe / Sublime
18,7,6,7,7,7,6,"A SONG FOR ST CECILIA ""S DAY","An angel heard , and straight appear ""d ,",Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
18,7,7,7,7,7,7,"A SONG FOR ST CECILIA ""S DAY",Mistaking earth for heaven .,Beauty / Joy,Awe / Sublime,Beauty / Joy,Awe / Sublime
19,1,1,7,3,1,1,MUTABILITY .,The flower that smiles to-day,Sadness,,Sadness,
19,1,2,7,3,1,2,MUTABILITY .,To-morrow dies ;,Sadness,,Sadness,
19,1,3,7,3,1,3,MUTABILITY .,All that we wish to stay,Sadness,,Sadness,
19,1,4,7,3,1,4,MUTABILITY .,Tempts and then flies .,Sadness,,Sadness,
19,1,5,7,3,1,5,MUTABILITY .,"What is this world ""s delight ?",Sadness,,Awe / Sublime,Sadness
19,1,6,7,3,1,6,MUTABILITY .,"Lightning that mocks the night ,",Sadness,,Awe / Sublime,Sadness
19,1,7,7,3,1,7,MUTABILITY .,Brief even as bright .,Sadness,,Awe / Sublime,Sadness
19,2,1,7,3,2,1,MUTABILITY .,"Virtue , how frail it is !",Sadness,,Sadness,Awe / Sublime
19,2,2,7,3,2,2,MUTABILITY .,Friendship how rare !,Sadness,,Sadness,Awe / Sublime
19,2,3,7,3,2,3,MUTABILITY .,"Love , how it sells poor bliss",Sadness,,Sadness,Awe / Sublime
19,2,4,7,3,2,4,MUTABILITY .,For proud despair !,Sadness,,Sadness,Awe / Sublime
19,2,5,7,3,2,5,MUTABILITY .,"But we , though soon they fall ,",Sadness,,Sadness,
19,2,6,7,3,2,6,MUTABILITY .,"Survive their joy , and all",Sadness,,Sadness,
19,2,7,7,3,2,7,MUTABILITY .,Which ours we call .,Sadness,,Sadness,
19,3,1,7,3,3,1,MUTABILITY .,"Whilst skies are blue and bright ,",Vitality,,Vitality,
19,3,2,7,3,3,2,MUTABILITY .,"Whilst flowers are gay ,",Vitality,,Vitality,
19,3,3,7,3,3,3,MUTABILITY .,Whilst eyes that change ere night,Vitality,,Vitality,
19,3,4,7,3,3,4,MUTABILITY .,Make glad the day ;,Vitality,,Vitality,
19,3,5,7,3,3,5,MUTABILITY .,"Whilst yet the calm hours creep ,",Sadness,,Vitality,
19,3,6,7,3,3,6,MUTABILITY .,Dream thou — and from thy sleep,Sadness,,Vitality,
19,3,7,7,3,3,7,MUTABILITY .,Then wake to weep .,Sadness,,Vitality,
20,1,1,8,2,1,1,"John Anderson , My Jo","John Anderson , my jo , John ,",Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
20,1,2,8,2,1,2,"John Anderson , My Jo",When we were first acquent ;,Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
20,1,3,8,2,1,3,"John Anderson , My Jo","Your locks were like the raven ,",Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
20,1,4,8,2,1,4,"John Anderson , My Jo",Your bonie brow was brent ;,Beauty / Joy,Nostalgia,Beauty / Joy,Nostalgia
20,1,5,8,2,1,5,"John Anderson , My Jo","But now your brow is beld , John ,",Beauty / Joy,,Beauty / Joy,Nostalgia
20,1,6,8,2,1,6,"John Anderson , My Jo",Your locks are like the snaw ;,Beauty / Joy,,Beauty / Joy,Nostalgia
20,1,7,8,2,1,7,"John Anderson , My Jo","But blessings on your frosty pow ,",Beauty / Joy,,Beauty / Joy,Nostalgia
20,1,8,8,2,1,8,"John Anderson , My Jo","John Anderson , my jo .",Beauty / Joy,,Beauty / Joy,Nostalgia
20,2,1,8,2,2,1,"John Anderson , My Jo","John Anderson , my jo , John ,",Beauty / Joy,,Beauty / Joy,
20,2,2,8,2,2,2,"John Anderson , My Jo",We clamb the hill thegither ;,Beauty / Joy,,Beauty / Joy,
20,2,3,8,2,2,3,"John Anderson , My Jo","And mony a cantie day , John ,",Beauty / Joy,,Beauty / Joy,
20,2,4,8,2,2,4,"John Anderson , My Jo","We ""ve had wi ’ ane anither :",Beauty / Joy,,Beauty / Joy,
20,2,5,8,2,2,5,"John Anderson , My Jo","Now we maun totter down , John ,",Beauty / Joy,,Beauty / Joy,
20,2,6,8,2,2,6,"John Anderson , My Jo","And hand in hand we ""ll go ,",Beauty / Joy,,Beauty / Joy,
20,2,7,8,2,2,7,"John Anderson , My Jo","And sleep thegither at the foot ,",Beauty / Joy,,Beauty / Joy,
20,2,8,8,2,2,8,"John Anderson , My Jo","John Anderson , my jo .",Beauty / Joy,,Beauty / Joy,
21,1,1,14,1,1,1,Sonnet CXXIX,The expense of spirit in a waste of shame,Uneasiness,,Uneasiness,
21,1,2,14,1,1,2,Sonnet CXXIX,"Is lust in action : and till action , lust",Uneasiness,,Uneasiness,
21,1,3,14,1,1,3,Sonnet CXXIX,"Is perjur ""d , murderous , bloody , full of blame ,",Uneasiness,,Uneasiness,
21,1,4,14,1,1,4,Sonnet CXXIX,"Savage , extreme , rude , cruel , not to trust ;",Uneasiness,,Uneasiness,
21,1,5,14,1,1,5,Sonnet CXXIX,"Enjoy ""d no sooner but despised straight ;",Uneasiness,,Uneasiness,
21,1,6,14,1,1,6,Sonnet CXXIX,"Past reason hunted ; and no sooner had ,",Uneasiness,,Uneasiness,
21,1,7,14,1,1,7,Sonnet CXXIX,"Past reason hated , as a swallow ""d bait ,",Uneasiness,,Uneasiness,
21,1,8,14,1,1,8,Sonnet CXXIX,On purpose laid to make the taker mad :,Uneasiness,,Uneasiness,
21,1,9,14,1,1,9,Sonnet CXXIX,Mad in pursuit and in possession so ;,Sadness,,Uneasiness,
21,1,10,14,1,1,10,Sonnet CXXIX,"Had , having , and in quest , to have extreme ;",Sadness,,Sadness,
21,1,11,14,1,1,11,Sonnet CXXIX,"A bliss in proof ,— and prov ""d , a very woe ;",Sadness,,Sadness,
21,1,12,14,1,1,12,Sonnet CXXIX,"Before , a joy propos ""d ; behind a dream .",Sadness,,Sadness,
21,1,13,14,1,1,13,Sonnet CXXIX,All this the world well knows ; yet none knows well,Sadness,,Sadness,
21,1,14,14,1,1,14,Sonnet CXXIX,To shun the heaven that leads men to this hell .,Sadness,,Sadness,
22,1,1,14,1,1,1,The Passionate Pilgrim I .,"When my love swears that she is made of truth ,",Sadness,,Sadness,
22,1,2,14,1,1,2,The Passionate Pilgrim I .,"I do believe her , though I know she lies ,",Sadness,,Sadness,
22,1,3,14,1,1,3,The Passionate Pilgrim I .,"That she might think me some untutor ""d youth ,",Sadness,,Sadness,
22,1,4,14,1,1,4,The Passionate Pilgrim I .,"Unskilful in the world ""s false forgeries ,",Sadness,,Sadness,
22,1,5,14,1,1,5,The Passionate Pilgrim I .,"Thus vainly thinking that she thinks me young ,",Sadness,,Sadness,
22,1,6,14,1,1,6,The Passionate Pilgrim I .,"Although I know my years be past the best ,",Sadness,,Sadness,
22,1,7,14,1,1,7,The Passionate Pilgrim I .,"I smiling credit her false-speaking tongue ,",Sadness,,Sadness,
22,1,8,14,1,1,8,The Passionate Pilgrim I .,"Outfacing faults in love with love ""s ill rest .",Sadness,,Sadness,
22,1,9,14,1,1,9,The Passionate Pilgrim I .,But wherefore says my love that she is young ?,Beauty / Joy,,Beauty / Joy,
22,1,10,14,1,1,10,The Passionate Pilgrim I .,And wherefore say not I that I am old ?,Beauty / Joy,,Beauty / Joy,
22,1,11,14,1,1,11,The Passionate Pilgrim I .,"O , love ""s best habit is a soothing tongue ,",Beauty / Joy,,Beauty / Joy,
22,1,12,14,1,1,12,The Passionate Pilgrim I .,"And age , in love , loves not to have years told .",Beauty / Joy,,Beauty / Joy,
22,1,13,14,1,1,13,The Passionate Pilgrim I .,"Therefore , I ""ll lie with love , and love with me ,",Beauty / Joy,,Beauty / Joy,
22,1,14,14,1,1,14,The Passionate Pilgrim I .,"Since that our faults in love thus smother ""d be .",Beauty / Joy,,Beauty / Joy,
23,1,1,4,4,1,1,Crossing the Bar,"Sunset and evening star,",Beauty / Joy,,Vitality,
23,1,2,4,4,1,2,Crossing the Bar,And one clear call for me!,Beauty / Joy,,Vitality,
23,1,3,4,4,1,3,Crossing the Bar,"And may there be no moaning of the bar,",Beauty / Joy,,Vitality,
23,1,4,4,4,1,4,Crossing the Bar,"When I put out to sea,",Beauty / Joy,,Vitality,
23,2,1,4,4,2,1,Crossing the Bar,"But such a tide as moving seems asleep,",Beauty / Joy,,Sadness,
23,2,2,4,4,2,2,Crossing the Bar,"Too full for sound and foam,",Beauty / Joy,,Sadness,
23,2,3,4,4,2,3,Crossing the Bar,When that which drew from out the boundless deep,Beauty / Joy,,Sadness,
23,2,4,4,4,2,4,Crossing the Bar,Turns again home.,Beauty / Joy,,Sadness,
23,3,1,4,4,3,1,Crossing the Bar,"Twilight and evening bell,",Sadness,,Vitality,
23,3,2,4,4,3,2,Crossing the Bar,And after that the dark!,Sadness,,Vitality,
23,3,3,4,4,3,3,Crossing the Bar,"And may there be no sadness of farewell,",Sadness,,Vitality,
